ref_id,doi,authors,citation_reference,year
Ob1982,10.1051/jphys:01982004303048500,J.C. Oberlin;A. Amokrane;H. Beaumevieille;J.P. Stoquert;R. Perrier de la Bathie,"J.C.Oberlin,A.Amokrane,H.Beaumevieille and J.P.Stoquert J.Physique 43,485",1982
Og1988,10.1016/0168-583x(88)90535-6,K. Ogino;T. Kiyosawa;T. Kiuchi,"K.Ogino,T.Kiyosawa and T.Kiuchi, Nucl.Instrum.Methods Phys.Res. B33,155 (1988)",1988
Ol1962,10.1103/physrev.128.315,J. C. Overley;Ward Whaling,"J.C.Overley and W.Whaling Phys.Rev. 128,315",1962
Op1975,10.1016/0029-554x(75)90784-3,T.R. Ophel;G.W. Kerr,"T.R.Ophel and G.W.Kerr Nucl.Instrum.Methods Phys.Res. 128,149",1975
OP1981,10.1063/1.328823,H. G. Olson;D. Powers,"H.G.Olson, D.Powers J. Appl. Phys. 52, 564",1981
Or1963,10.1139/p63-142,J. H. Ormrod;H. E. Duckworth,"J.H.Ormrod,H.E.Duckworth Can.J.Phys. 41,1424",1963
Or1965,10.1139/p65-025,J. H. Ormrod;J. R. Macdonald;H. E. Duckworth,"J.H.Ormrod,J.R.Mac Donald and H.E.Duckworth Can.J.Phys. 43,275",1965
Or1968,10.1139/p68-063,J. H. Ormrod,"J.H.Ormrod Can.J.Phys. 46,497",1968
Or1971,10.1016/0029-554x(71)90040-1,J.H. Ormrod,"J.H.Ormrod Nucl.Instrum.Methods Phys.Res. 95,49",1971
Ou1995,10.1016/0168-583x(94)00854-x,S. Ouichaoui;L. Rosier;E. Hourany;R. Bimbot;N. Redjdal;H. Beaumevieille,"S.Ouichaoui, L.Rosier, E.Hourany, R.Bimbot, N.Redjal, H.Beaumevieille Nucl.Instrum.Methods Phys.Res. B95, 463",1995
Ov1979,10.1080/00337577908236970,S. H. Overbury;P. F. Dittner;S. Datz;R. S. Thoe,"S.H.Overbury,P.F.Dittner,S.Datz and R.S.Thoe Radiat.Eff. 41,219",1979
Pa1963,10.1103/physrev.131.1611,John T. Park;E. J. Zimmerman,"J.T.Park and E.J.Zimmerman Phys.Rev. 131,1611",1963
Pa1965,10.1103/physrev.138.a1317,John T. Park,"J.T.Park Phys.Rev. 138,1317",1965
Pap1978,10.1007/bf01408970,H. Pape;H. -G. Clerc;K. -H. Schmidt,"H.Pape,H.G.Clerc and K.H.Schmidt Z.für Physik A286,159 (According to H. Geissel, foil thicknesses could not be carefully measured since foils were lost after energy loss measurements)",1978
Pas2015,10.1016/j.nima.2014.11.066,A.A. Pasternak;I. Sankowska;A. Tucholski;J. Srebrny;T. Morek;Ch. Droste;E. Grodner;M. Sałata;J. Mierzejewski;M. Kisieliński;M. Kowalczyk;J. Perkowski;L. Nowicki;R. Ratajczak;A. Stonert;J. Jagielski;G. Gawlik;J. Kownacki;A. Kordyasz;A.A. Korman;W. Płóciennik;E. Ruchowska;M. Wolińska-Cichocka,"A.A. Pasternak, I. Sankowska, A. Tucholsky etc.  Nucl. Instrum. Methods A 774 (2015) 82",2015
Pe1981,10.1063/1.329449,J. D. Pearce;R. R. Hart,"J.D.Pearce and R.R.Hart J.Appl.Phys. 52,5056",1981
Pen2001,,M.Penalba;J.I.Juaristi;E.Zarate;A.Arnau;P.Bauer,"M.Penalba,J.I.Juaristi,E.Zarate,A.Arnau, and P.Bauer Phys.Rev.A64,012902",2001
Per2005,,J.Perkowski;W.H.Trzaska;J.Andrzejewski;V.Lyapin;T.Malkiewicz,"J.Perkowski,W.H.Trzaska,J.Andrzejewski,V.Lyapin,T.Malkiewicz Nucl.Instrum.Methods B240, 333",2005
Per2006,10.1016/j.nimb.2006.03.022,J. Perkowski;J. Andrzejewski;A. Climent-Font;G. Knyazheva;V. Lyapin;T. Malkiewicz;A. Munoz-Martin;W.H. Trzaska,"J.Perkowski,J.Andrzejewski,A.Climent-Font,G.Knyazheva,V.Lyapin, T.Malkiewicz,A.Munoz-Martin,W.H.Trzaska Nucl.Instrum.Methods B 249, 55",2006
Per2008,10.1016/j.vacuum.2009.01.025,J. Perkowski;J. Andrzejewski;A. Javanainen;W.H. Trzaska;T. Malkiewicz;K. Sobczak;A. Virtanen,"J.Perkowski,J.Andrzejewski,A.Javanainen,T.Malkiewicz,K.Sobczak, A.Virtanen,W.H.Trzaska Acta Phys. Polonica B 39, 507",2008
Per2009,10.1016/j.vacuum.2009.01.025,J. Perkowski;J. Andrzejewski;A. Javanainen;W.H. Trzaska;T. Malkiewicz;K. Sobczak;A. Virtanen,"J.Perkowski,J.Andrzejewski,A.Javanainen,W.H.Trzaska,T.Malkiewicz, K.Sobczak,A.Virtanen Vacuum 83, S73",2009
Ph1953,10.1103/PhysRev.90.532,J.A.Phillips,"J.A.Phillips Phys.Rev. 90,532",1953
PH1977,10.1080/00337577708233105,A. Pape;M. Hage-ali;S. M. Refaei;P. Siffert;E. L. Cooperman,"A.Pape,M.Hage-Ali,M.Refaei,P.Siffert and E.L.Cooperman Rad. Effects 33,193",1977
Pi1968,10.1103/PhysRev.173.390,T. Pierce; M. Blann,"T.E.Pierce and M.Blann Phys.Rev.173,390 (1968)",1968
Pl1966,10.1088/0370-1328/87/3/309,Rita B J Palmer,"R.B.J.Palmer Proc. Phys. Soc. 87,681 (some data are republished in Pl73)",1966
Pl1973,10.1088/0022-3700/6/2/021,R. B. J.Palmer,"R.B.J.Palmer, J.Phys.B: Atom.Molec.Phys. 6,384 (1973)",1973
Pl1978,10.1088/0022-3727/11/4/023,R B J Palmer;A Akhavan-Rezayat,"R.B.J.Palmer and A.Akhavan-Rezayat J.Phys.D: Appl.Phys. 11,605",1978
Pl1980,,R.B.J.Palmer;A.Akhavan-Rezayat,"R.B.J.Palmer and A.Akhavan-Rezayat, Editors: Booz,Ebert and Hartfield Seventh Symposium on Microdosimetry,Oxford,p.243",1980
PM1970,10.1016/0029-554x(70)90829-3,L.E. Porter;L.C. McIntyre;W. Haeberli,"L.E.Porter,L.C.McIntyre,W.Haeberli Nucl.Instrum.Meth. 89,237",1970
PN1978,10.1016/0029-554x(78)90182-9,L.E. Porter;H. Naylor;J.C. Duder,"L.E.Porter,H.Naylor and J.C.Duder Nucl. Instrum. Methods 155,25",1978
Pn1996,10.1016/0168-583x(95)01190-0,I. Paulini;W. Heiland;A. Arnau;E. Zarate;P. Bauer,"I.Paulini,W.Heiland,A.Arnau,E.Zarate,P.Bauer Nucl.Instrum.Methods Phys. Res. B118,39",1996
Po1959,10.1088/0370-1328/76/3/123,D I Porat;K Ramavataram,"D.I.Porat and K.Ramavataram Proc.R.Soc.Lond. A252,394",1959
Po1960,10.1088/0370-1328/77/1/311,D I Porat;K Ramavataram,"D.I Porat and K.Ramavataram Proc.Phys.Soc. 77,97",1960
Po1961,10.1088/0370-1328/78/6/304,D I Porat;K Ramavataram,"D.I.Porat and K.Ramavataram, Proc.Phys.Soc. 78,1135 (1961)",1961
Pon2024,10.1103/PhysRevB.109.165123,E. Ponomareva;E. Pittham;R. Holenák;J. Shams-Latiﬁ;G. Pádraig Kiely;D. Primetzhofer;A. E. Sand,"E. Ponomareva et al, Phys. Rev. B 109, 165123 (2024)",2024
Por2002,10.1002/qua.10378,L. E. Porter;J. Räisänen;F. Munnik,"L.E.Porter,J.Räisänen and F.Munnik Int.J.Quantum Chem. 90,1368 (contains only a selection of the data published already by Mun99)",2002
Pp1996,10.1063/1.363277,A. J. M. Plompen;F. Munnik;J. Räisänen;U. Wätjen,"A.J.M.Plompen,F.Munnik,J.Räisänen,U.Wätjen J.Appl.Phys. 80,3147",1996
Pr1993,10.1103/physreva.47.2913,Jack L. Price;Donald G. Simons;Stanley H. Stern;David J. Land;Noel A. Guardala;James G. Brennan;Michael F. Stumborg,"J.L.Price,D.G.Simons,S.H.Stern,D.J.Land,N.A.Guardala,J.G.Brennan, M.F.Stumborg Phys. Rev. A47, 2913",1993
Pr2011a,10.1016/j.nimb.2011.06.011,D. Primetzhofer;S.N. Markin;P. Bauer,"D.Primetzhofer,S.N.Markin,P.Bauer Nucl. Instrum. Methods B269, 2063",2011
Pr2011b,10.1103/physrevlett.107.163201,D. Primetzhofer;S. Rund;D. Roth;D. Goebl;P. Bauer,"D.Primetzhofer,S.Rund,D.Roth,D.Goebl,P.Bauer Phys. Rev. Lett. 107, 163201",2011
Pr2012,10.1103/PhysRevB.86.094102,D. Primetzhofer,"D.Primetzhofer Phys. Rev. B86, 094102",2012
Pr2013b,10.1016/j.nimb.2013.05.063,D. Primetzhofer,"D.Primetzhofer Nucl. Instrum. Methods B 315, 26",2013
Pr2014a,10.1016/j.nimb.2013.11.004,D. Primetzhofer,"D.Primetzhofer Nucl. Instrum. Methods B 320, 100",2014
Pr2014b,10.1103/PhysRevA.89.032711,D. Primetzhofer,"D. Primetzhofer Phys. Rev. A 89, 032711",2014
Pra2008,10.1016/j.nimb.2008.03.228,Pratibha;V.Sharma;P.K.Diwan;S.Kumar;S.A.Khan;D.K.Avasthi,"Pratibha,V.Sharma,P.K.Diwan,S.Kumar,S.A.Khan,D.K.Avasthi Nucl. Instrum. Methods B 266, 2556",2008
Pro2015,10.1088/1742-6596/583/1/012047,L Provenzano;L M Rodríguez;D Fregenal;G Bernardi;C Olivares;S Altieri;S Bortolussi;S J González,"L. Provenzano, L.M. Rodríguez, D. Fregenal, G. Bernardi, C. Olivares, S. Altieri, S. Bortolussi, S.J. González Journal of Physics: Conference Series 583 (2015) 012047  doi:10.1088/1742-6596/583/1/012047",2015
Ps2002,10.1016/s0168-583x(02)01282-x,C Pascual-Izarra;M Bianconi;G Lulli;C Summonte,"C.Pascual-Izarra,M.Bianconi,G.Lulli,C.Summonte Nucl. Instr. Methods Phys. Res. B196,209",2002
Ps2004a,10.1016/j.nimb.2004.01.066,C. Pascual-Izarra;M. Bianconi;N.P. Barradas;A. Climent-Font;G. Garcı́a;J. Gonzalo;C.N. Afonso,"C.Pascual-Izarra,M.Bianconi,N.P.Barradas,A.Climent-Font,G.Garcia, J.Gonzalo,C.N.Afonso Nucl.Instrum.Methods B219-220, 268 (2004)",2004
Ps2004b,10.1016/j.nimb.2004.04.174,C. Pascual-Izarra;G. Garcı́a,"C.Pascual-Izarra,G.Garcia Nucl. Instr. Methods B225, 383 (2004) (Pers. comm. from C.P-I: results contained in Ps05b)",2004
Ps2004c,,C. Pascual-Izarra,"C.Pascual-Izarra, PhD Thesis, Universidad Autónoma de Madrid, (2004).  Experimental determination of stopping forces for ions in matter,  URI: http://hdl.handle.net/10486/673278",2004
Ps2005b,10.1016/j.nimb.2005.04.068,C. Pascual-Izarra;N.P. Barradas;G. Garcı́a;A. Climent-Font,"C.Pascual-Izarra,N.P.Barradas,G.Garcia,A.Climent-Font Nucl.Instrum.Methods B239, 135",2005
Pt1976,10.1016/0029-554x(76)90714-x,W. Pietsch;U. Hauser;W. Neuwirth,"W.Pietsch,U.Hauser and W.Neuwirth Nucl.Instrum.Methods Phys.Res. 132,79",1976
PT2004,10.1088/0953-8984/16/43/009,L E Porter;W H Trzaska;J Räisänen;V Lyapin,"L.E.Porter,W.H.Trzaska,J.Räisänen, V.Lyapin J. Phys.: Condens. Matter 16, 7663",2004
Pu1979,10.1007/bf01127417,N. N. Pucherov;T. D. Chesnokova,"N.N.Pucherov and T.D.Chesnokova Ukr.Fiz.Zh. 24,372",1979
Pw1968,10.1103/physrev.165.376,D. Powers;W. K. Chu;P. D. Bourland,"D.Powers,W.K.Chu and P.D.Bourland Phys.Rev. 165,376",1968
Pw1972,10.1103/physreva.6.1425,D. Powers;W. K. Chu;R. J. Robinson;A. S. Lodhi,"D.Powers,W.K.Chu,R.J.Robinson, and A.S.Lodhi Phys. Rev. A6,1425",1972
Pw1980,10.1063/1.440376,D. Powers;H. G. Olson,"D.Powers and H.G.Olson J.Chem.Phys. 73,2271",1980
Pw1984,10.1063/1.333215,D. Powers;H. G. Olson;R. Gowda,"D.Powers,H.G.Olson, and R.Gowda J.Appl.Phys. 55,1274",1984
Qad2022,10.35378/gujs.850883,Hiwa Mohammad Qadr,"H. M. QADR, GU J Sci 35(1): 272-279 (2022)",2022
Ra1987,10.1016/0168-583x(87)90661-6,E. Rauhala;J. Räisänen,"E.Rauhala and J.Räisänen Nucl.Instrum.Methods Phys.Res. B24/25,362",1987
Rä1987b,10.1103/physrevb.35.1426,J. Räisänen;E. Rauhala,"J.Räisänen and E.Rauhala Phys.Rev. B36,9776",1987
Ra1988a,10.1016/0168-583X(88)90483-1,E. Rauhala;J. Räisänen,"E.Rauhala and J.Räisänen Nucl.Instrum.Methods Phys.Res. B35,130",1988
Ra1988b,10.1103/PhysRevB.37.9249,E. Rauhala;J. Räisänen,"E.Rauhala and J.Räisänen Phys.Rev. B37,9249",1988
Rä1989,10.1080/10420158908217866,J. Räisänen;E. Rauhala,"J.Räisänen and E.Rauhala Radiation Eff. and Def. in Solids 108,21",1989
Ra1990,10.1103/PhysRevB.42.3877,E. Rauhala;J. Räisänen,"E.Rauhala and J.Räisänen Phys.Rev. B42,3877",1990
Rä1991,10.1080/10420159108220624,J. Räisänen;E. Rauhala;M. Björnberg;Á. Z. Kiss;J. Dominguez,"J.Räisänen,E.Rauhala,M.Björnberg,A.Z.Kiss and J.Dominguez Rad.Eff.and Defects in Solids,118,2,97",1991
Ra1992,10.1016/1359-0189(92)90014-m,E. Rauhala;J. Räisänen;Zs. Fülöp;Á.Z. Kiss;I. Hunyadi,"E.Rauhala,J.Räisänen,Zs.Fülöp,A.Z.Kiss,I.Hunyadi Nucl.Tracks Rad.Meas. 20,611",1992
Rä1994a,10.1016/1350-4487(94)90013-2,J. Räisänen;E. Rauhala;Zs. Fülöp;Á.Z. Kiss;E. Somorjai;I. Hunyadi,"J.Räisänen,E.Rauhala,Zs.Fülöp,A.Z.Kiss,E.Somorjai and I.Hunyadi Radiation Measurements 23,749",1994
Rä1994b,10.1080/10420159408219753,J. Räisänen;E. Rauhala,"J.Räisänen, E.Rauhala Rad.Eff.and Defects in Solids,128,163",1994
Rä1996,10.1016/0168-583x(95)01185-4,J. Räisänen;U. Wätjen;A.J.M. Plompen;F. Munnik,"J.Räisänen,U.Wätjen,A.J.M.Plompen, and F.Munnik Nucl. Instrum. Methods Phys.Res. B118,1",1996
Rä2003,10.1063/1.1586982,J. Räisänen;W. H. Trzaska;T. Alanko;V. Lyapin;L. E. Porter,"J.Räisänen,W.H.Trzska,T.Alanko,V.Lyapin,L.E.Porter J.Applied Phys. 94,2080 ",2003
Rah2014,10.1088/0031-9155/59/14/3683,J M Rahm;W Y Baek;H Rabus;H Hofsäss,"J M Rahm, W Y Baek, H Rabus and H Hofsäss Phys. Med. Biol. 59 (2014) 3683–3695.",2014
Räi1990,10.1103/physrevb.41.3951,J. Räisänen;E. Rauhala,"J.Räisänen and E.Rauhala Phys. Rev. B41,3951",1990
Re1987,10.1016/0168-583x(87)90567-2,G. Reiter;H. Baumgart;N. Kniest;E. Pfaff;G. Clausnitzer,"G.Reiter,H.Baumgart,N.Kniest,E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B27,287",1987
Re1990a,10.1016/0168-583x(90)90001-b,Gerald Reiter;N. Kniest;E. Pfaff;G. Clausnitzer,"G.Reiter,N.Kniest,E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B44,399",1990
Re1990b,10.1016/0168-583x(90)90549-a,G. Reiter;E. Pfaff;G. Clausnitzer,"G.Reiter,E.Pfaff and G.Clausnitzer Nucl.Instrum.Methods Phys.Res. B51,320",1990
Rea1987,10.1016/0168-583x(87)90072-3,P.M. Read;C.J. Sofield;N.E.B. Cowern;L.B. Bridwell,"P.M.Read,C.J.Sofield,N.E.B.Cowern,L.B.Bridwell Nucl.Instrum.Methods Phys.Res. B29,583",1987
Reu1972,10.1063/1.1660900,F.W.Reuter III; H.P.Smith Jr.,"F.W.Reuter III and H.P.Smith Jr. J.Appl.Phys. 43,4228",1972
RG2001,10.1007/s100500170107,F. Raiola;G. Gyürky;M. Aliotta;A. Formicola;R. Bonetti;C. Broggini;L. Campajola;P. Corvisiero;H. Costantini;A. D'Onofrio;Z. Fülöp;G. Gervino;L. Gialanella;A. Guglielmetti;C. Gustavino;G. Imbriani;M. Junker;R.W. Kavanagh;P.G.P. Moroni;A. Ordine;P. Prati;V. Roca;D. Rogalla;C. Rolfs;M. Romano;F. Schümann;E. Somorjai;O. Straniero;F. Strieder;F. Terrasi;H.P. Trautvetter;S. Zavatarelli,"F. Raiola, G.Gyürky, et al. Eur. Phys. J. A 10, 487",2001
Ri1980,10.1103/PhysRevA.21.1173,R. V. Ribas;W. A. Seale,"R.V.Ribas,W.A.Seale,W.M.Roney and E.M.Szanto Phys.Rev. A21,1173 (Rather thick foils)",1980
Ri1983,10.1103/physreva.28.3234,R. V. Ribas;W. A. Seale;M. N. Rao,"R.V.Ribas,W.A.Seale, and M.N.Rao Phys. Rev. A28, 3234 (Note that the values in Table 1 are erroneous (pers. comm.))",1983
Ri1995,10.1103/physreva.51.2634,R. V. Ribas;N. H. Medina;M. N. Rao;E. W. Cybulska;W. A. Seale,"R.V.Ribas,N.H.Medina,M.N.Rao,E.W.Cybulska,W.A.Seale Phys. Rev. A51, 2634",1995
Ri2003,10.1016/s0168-583x(03)01519-2,R.V Ribas;N.H Medina;N Added;J.R.B Oliveira;E.W Cybulska;M.N Rao;W.A Seale;F Brandolini;M.A Rizzutto;J.A Alcántara-Núñez,"R.V.Ribas,N.H.Medina,N.Added,J.R.B.Olivieira,E.W.Cybulska,M.N.Rao, W.A.Seale,F.Brandolini,M.A.Rizzutto,J.A.Alcántara-Núnez Nucl.Instrum.Methods Phys.Res. B211, 453",2003
Rj1996,10.1016/s0168-583x(96)00629-5,M. Rajatora;K. Väkeväinen;T. Ahlgren;E. Rauhala;J. Räisänen;K. Rakennus,"M.Rajatora,K.Väkeväinen,T.Ahlgren,E.Rauhala,J.Räisänen,K.Rakennus Nucl.Instrum.Meth. Phys.Res. B119,457",1996
Rl1960,10.1016/0029-5582(60)90100-0,P.G. Roll;F.E. Steigert,"P.G.Roll and F.E.Steigert Nucl.Phys. 17,54",1960
Rm1969,10.1103/physrev.179.310,J. J. RAMIREZ;R. M. PRIOR;J. B. SWINT;A. R. QUINTON;R. A. BLUE,"J.J.Ramirez,R.M.Prior,J.B.Swint,A.R.Quinton,R.A.Blue Phys. Rev. 179, 310",1969
Rn1953,10.1103/physrev.92.742,H. K. Reynolds;D. N. F. Dunbar;W. A. Wenzel;W. Whaling,"H.K.Reynolds,D.N.F.Dunbar,W.A.Wenzel and W.Whaling Phys.Rev. 92,742",1953
Ro1928,10.1051/anphys/192810100408,Salomon Rosenblum,"S.Rosenblum, Ann.de Phys. 10,408 (1928)",1928
Ro2017,10.1103/physrevlett.118.103401,D. Roth;B. Bruckner;M. V. Moro;S. Gruber;D. Goebl;J. I. Juaristi;M. Alducin;R. Steinberger;J. Duchoslav;D. Primetzhofer;P. Bauer,"D.Roth, B.Bruckner, M.V.Moro, S.Gruber, D.Goebl, J.I.Juaristi, M.Alducin, R.Steinberger, J.Duchoslav, D.Primetzhofer, and P.Bauer Phys.Rev.Lett. 118, 103401 (2017)",2017
Ro2017b,10.1103/physrevlett.119.163401,D. Roth;B. Bruckner;G. Undeutsch;V. Paneta;A. I. Mardare;C. L. McGahan;M. Dosmailov;J. I. Juaristi;M. Alducin;J. D. Pedarnig;R. F. Haglund;D. Primetzhofer;P. Bauer,"D.Roth, B.Bruckner,V.Paneta, A.I.Mardare, C.L.McGahan, M.Dosmailov,  J.I.Juaristi, M.Alducin, J.D.Pedarnig, R.F.Haglund Jr., D.Primetzhofer, and P.Bauer Phys.Rev.Lett. 119, 163401 (2017)",2017
Ro2018,10.1016/j.nimb.2018.09.028,D. Roth; C. E. Celedon; D. Goebl; E. A. Sanchez; B. Bruckner; R. Steinberger; J. Guimpel; N.R. Arista; P. Bauer,"D. Roth et al, Nuclear Instruments and Methods in Physics Research B 437 (2018) 1-7",2018
Rt2013,10.1016/j.nimb.2012.12.094,D. Roth;D. Goebl;D. Primetzhofer;P. Bauer,"D.Roth,D.Goebl,D.Primetzhofer,P.Bauer Nucl. Instrum. Methods B 317, 61",2013
rtTDDFT-Mao2024,10.1103/PhysRevB.109.174314,Xiong Ge-Ge; Jin Wen-Qi; Wang Feng; Mao Fei,"G. G. Xiong et al, Phys. Rev. B 109, 174314 (2024)",2024
Ru1978,10.1016/0029-554x(78)90496-2,N. Rud;J. Bøttiger;P.S. Jensen,"N.Rud,J.Bottiger and P.S.Jensen Nucl.Instrum.Methods Phys.Res. 151,247",1978
Sa1980a,10.1016/0029-554x(80)90833-2,D.C. Santry;R.D. Werner,"D.C.Santry and R.D.Werner Nucl.Instrum.Methods Phys.Res. 178,523",1980
Sa1980b,10.1016/0029-554x(80)90834-4,D.C. Santry;R.D. Werner,"D.C.Santry and R.D.Werner Nucl.Instrum.Methods Phys.Res. 178,531",1980
Sa1981a,10.1016/0029-554x(81)90341-4,D.C. Santry;R.D. Werner,"D.C.Santry and R.D.Werner, Nucl.Instrum.Methods Phys.Res. 188,211 (1981)",1981
Sa1981b,10.1016/0029-554x(81)91250-7,D.C. Santry;R.D. Werner,"D.C.Santry and R.D.Werner Nucl.Instrum.Methods Phys.Res. 185,517",1981
Sa1984a,10.1016/0168-583X(84)90471-3,D. C. Santry;R. D. Werner,"D.C.Santry and R.D.Werner Nucl.Instrum.Methods Phys.Res. B 1,13",1984
Sa1984b,10.1016/0168-583X(84)90001-6,D. C. Santry;R. D. Werner,"D.C.Santry and R.D.Werner Nucl.Instrum.Methods Phys.Res. B 5,449 (every second point omitted)",1984
Sa1986,10.1016/0168-583X(86)90040-6,D. C. Santry;R. D. Werner,"D.C.Santry and R.D.Werner Nucl.Instrum.Methods Phys.Res. B 14,169",1986
Sa1991,10.1016/0168-583X(91)95439-K,D. C. Santry;R. D. Werner,"D.C.Santry and R.D.Werner Nucl.Instrum.Methods Phys.Res. B 53,7 (every second point omitted)",1991
Sa1992,10.1016/0168-583X(92)96006-K,D. C. Santry;R. D. Werner,"D.C.Santry and R.D.Werner Nucl.Instrum.Methods Phys.Res. B 69,167 (every second point omitted)",1992
SB1976,10.1007/978-1-4615-8876-4_4,B. M. U. Scherzer;P. Børgesen;M.-A. Nicolet;J. W. Mayer,"B.M.U.Scherzer,P.Börgesen,M.-A.Nicolet,J.W.Mayer in: O.Meyer,G.Linker,F.Kappeler(Ed.): Ion Beam Surface Layer Analysis,33 (The SiO2 and Ta2O5 data appear normalized wrongly)",1976
Sb1994b,10.1103/physrevlett.73.50,C. Scheidenberger;H. Geissel;H. H. Mikkelsen;F. Nickel;T. Brohm;H. Folger;H. Irnich;A. Magel;M. F. Mohar;G. Münzenberg;M. Pfützner;E. Roeckl;I. Schall;D. Schardt;K.-H. Schmidt;W. Schwab;M. Steiner;Th. Stöhlker;K. Sümmerer;D. J. Vieira;B. Voss;M. Weber,"C.Scheidenberger,H.Geissel,H.H.Mikkelsen,F.Nickel,T.Brohm,H.Folger, H.Irnich,A.Magel,M.F.Mohar,G.Münzenberg,M.Pfützner,E.Roeckl,I.Schall, D.Schardt,K.-H.Schmidt,W.Schwab,M.Steiner,Th.Stöhlker,K.Sümmerer, D.J.Vieira,B.Voss and M.Weber Phys.Rev.Lett. 73,50",1994
Sc1982,10.1103/physrevb.26.4864,Friedrich Schulz;Werner Brandt,"F.Schulz and W.Brandt Phys.Rev. B26, 4864",1982
Sc1985,10.1016/0168-583x(85)90706-2,F. Schulz;J. Shchuchinsky,"F.Schulz and J.Shchuchinsky Nucl.Instrum.Methods Phys.Res. B12,90",1985
Sch1990,10.1016/0168-583x(90)90076-7,Th. Schwab;H. Geissel;P. Armbruster;A. Gillibert;W. Mittig;R.E. Olson;K.B. Winterbon;H. Wollnik;G. Münzenberg,"Th.Schwab,H.Geissel,P.Armbruster,A.Gillibert,W.Mittig, R.E.Olson,K.B.Winterbon,H.Wollnik and G.Münzenberg Nucl Instrum.Methods Phys.Res. B48,69",1990
Scm1998,10.1016/s0168-583x(98)90484-0,O Schmelmer;G Dollinger;C.M Frey;A Bergmaier;S Karsch,"O.Schmelmer,G.Dollinger,C.M.Frey,A.Bergmaier,S.Karsch Nucl Instrum.Methods Phys.Res. B146,95",1998
Sd1974,10.1016/0029-554x(74)90638-7,H. Schmidt-Böcking;G. Rühle;K. Bethge,"H.Schmidt-Böcking,G.Rühle and K.Bethge Nucl.Instrum.Methods 118,357",1974
Sd1975,10.1007/978-1-4684-3117-9_9,Horst Schmidt-Böcking;Gerd Rühle;Klaus Bethge,"H.Schmidt-Böcking,G.Rühle and K.Bethge Atomic collisions in solids, Vol 1,77",1975
Se1983,10.1016/0167-5087(83)91088-8,D. Semrad;P. Bauer;F. Aumayr;P. Huber;W. Obermann,"D.Semrad,P.Bauer,F.Aumayr,P.Huber and W.Obermann Nucl.Instrum.Methods Phys.Res. 218,811",1983
Se1986a,10.1016/0168-583x(86)90259-4,D. Semrad;P. Mertens;P. Bauer,"D.Semrad,P.Mertens,P.Bauer, Nucl.Instrum.Methods Phys.Res. B15,86 (1986)",1986
Se1986b,10.1063/1.1138602,D. Semrad;P. Bauer;K. Eder;W. Obermann,"D.Semrad,P.Bauer,K.Eder and W.Obermann Rev.Sci.Instrum. 57,1368",1986
Se1987,10.1080/00337578708225337,D. Semrad;N. Ramaseder;L. Palmetshofer;P. Bauer,"D.Semrad,N.Ramaseder,L.Palmetshofer and P.Bauer Radiat.Eff. 104,67",1987
Se1990a,10.1016/0168-583x(90)90078-9,D. Semrad;Ch. Eppacher;R. Tober,"D.Semrad,C.Eppacher and R.Tober, Nucl.Instrum.Methods Phys.Res. B48,79 (1990) and C.Eppacher, diploma thesis, Univ. of Linz (1989) (Every second point omitted)",1990
Sel2020,10.1103/physreva.102.032812,F. F. Selau;H. Trombini;G. G. Marmitt;A. M. H. de Andrade;J. Morais;P. L. Grande;I. Alencar;M. Vos;R. Heller,"F.F. Selau, H. Trombini, G.G. Marmitt, A.M.H. de Andrade, J. Morais,P.L. Grande, I. Alencar, M. Vos, R. Heller Phys.Rev. A 102, 032812 (2020)",2020
Sf1978,,C.J.Sofield;N.E.B.Cowern;R.J.Petty;J.M.Freeman;J.P.Mason,"C.J.Sofield,N.E.B.Cowern,R.J.Petty,J.M.Freeman and J.P.Mason Phys.Rev.A17,859",1978
Sg1976,10.1080/00337577608243027,R. Skoog;K. Augenlicht jakobsson,"R.Skoog and K.Augenlicht-Jakobsson Radiat.Eff. 27,143",1976
SH1973,,B.Sellers;F.A.Hanser;J.G.Kelley,"B.Sellers,F.A.Hanser,J.G.Kelley Phys. Rev. B8, 98",1973
Sh1984,10.1080/00337578408206070,J. Shchuchinsky;C. Peterson,"J.Shchuchinsky and C.Peterson Radiat.Eff. 81,221-229 The heavy ion data given here are identical to those in Sc82",1984
Sha1973,10.1103/physrevb.8.86,K. C. Shane;G. G. Seaman,"K.C.Shane and G.G.Seaman Phys.Rev.B8,86",1973
She2000a,10.1016/s0168-583x(99)00569-8,Shen Yixiong;Lu Xiting;Xia Zonghuang;Shen Dingyu;Jiang Dongxing,"Yixiong Shen, Xiting Lu, Zonghuang Xia, Dingyu Shen, Dongxing Jiang Nucl.Instrum.Methods Phys.Res. B160,11",2000
She2000b,10.1016/s0168-583x(99)00569-8,Shen Yixiong;Lu Xiting;Xia Zonghuang;Shen Dingyu;Jiang Dongxing,"Yixiong Shen, Dongxing Jiang, Xiting Lu, Zonghuang Xia, Dingyu Shen Nucl. Science and Techniques 11, 109",2000
